"productkey","productcode","productname","manufacturer","brand","color","weightunit","weight","cost","price","categorykey","categoryname","subcategorykey","subcategoryname"
1379,501064,"Contoso Lifestyles Series - Big Button Cordless phone M800 White","Contoso, Ltd","Contoso","White","pounds","1.5","10.58","23",5,"Cell phones",501,"Home & Office Phones"
1380,501065,"Contoso Bedroom Phone with AM/FM Stereo and Call Waiting Caller ID M600 White","Contoso, Ltd","Contoso","White","pounds","8","9.66","21",5,"Cell phones",501,"Home & Office Phones"
1381,501066,"Contoso Waterproof Accessory Handset and Charging Cradle M609 White","Contoso, Ltd","Contoso","White","pounds","2.9","10.57","22.99",5,"Cell phones",501,"Home & Office Phones"
1382,501067,"Contoso Single-line phones E10 Grey","Contoso, Ltd","Contoso","Grey","pounds","2.2","5.09","9.99",5,"Cell phones",501,"Home & Office Phones"
1383,501068,"Contoso Dual Handset Cordless Phone System E20 Grey","Contoso, Ltd","Contoso","Grey","pounds","2.4","6.62","12.99",5,"Cell phones",501,"Home & Office Phones"
1384,501069,"Contoso 3 Handset Cordless Phone System E30 Grey","Contoso, Ltd","Contoso","Grey","pounds","2","8.66","16.99",5,"Cell phones",501,"Home & Office Phones"
1385,501070,"Contoso Multi-line phones M30 Grey","Contoso, Ltd","Contoso","Grey","pounds","2.4","10.57","22.99",5,"Cell phones",501,"Home & Office Phones"
1386,501071,"Contoso KSU-less key system M38 Grey","Contoso, Ltd","Contoso","Grey","pounds","2.7","12.41","26.99",5,"Cell phones",501,"Home & Office Phones"
1387,501072,"Contoso Hybrid system M60 Grey","Contoso, Ltd","Contoso","Grey","pounds","2","13.33","28.99",5,"Cell phones",501,"Home & Office Phones"
1388,501073,"Contoso Private Branch Exchange M88 Grey","Contoso, Ltd","Contoso","Grey","pounds","5","15.17","32.99",5,"Cell phones",501,"Home & Office Phones"
1389,501074,"Contoso 4 Handset Cordless Phone System M86 Grey","Contoso, Ltd","Contoso","Grey","pounds","5.5","16.55","35.99",5,"Cell phones",501,"Home & Office Phones"
1390,501075,"Contoso Private Automatic Branch Exchange M65 Grey","Contoso, Ltd","Contoso","Grey","pounds","6","17.93","38.99",5,"Cell phones",501,"Home & Office Phones"
1391,501076,"Contoso Electronic Private Automatic Branch Exchange M90 Grey","Contoso, Ltd","Contoso","Grey","pounds","1.5","18.39","39.99",5,"Cell phones",501,"Home & Office Phones"
1392,501077,"Contoso Centrex Phone System L10 Grey","Contoso, Ltd","Contoso","Grey","pounds","1.6","14.24","42.99",5,"Cell phones",501,"Home & Office Phones"
1393,501078,"Contoso In front of Centrex L15 Grey","Contoso, Ltd","Contoso","Grey","pounds","1.7","15.57","46.99",5,"Cell phones",501,"Home & Office Phones"
1394,501079,"Contoso behind Centrex X15 Grey","Contoso, Ltd","Contoso","Grey","pounds","2.2","16.56","49.99",5,"Cell phones",501,"Home & Office Phones"
1395,501080,"Contoso Phone with 13-Number Memory (210) M301 Grey","Contoso, Ltd","Contoso","Grey","pounds","2.1","7.81","16.99",5,"Cell phones",501,"Home & Office Phones"
1396,501081,"Contoso Expandable Cordless Phone System M008 Grey","Contoso, Ltd","Contoso","Grey","pounds","5","10.57","22.99",5,"Cell phones",501,"Home & Office Phones"
1397,501082,"Contoso Phone System Accessory Handset with Charger M308 Grey","Contoso, Ltd","Contoso","Grey","pounds","2.7","12.41","26.99",5,"Cell phones",501,"Home & Office Phones"
1398,501083,"Contoso 2-Line Corded Cordless Telephone M202 Grey","Contoso, Ltd","Contoso","Grey","pounds","1.5","13.33","28.99",5,"Cell phones",501,"Home & Office Phones"
1399,501084,"Contoso 4-Line Corded Cordless Telephone M203 Grey","Contoso, Ltd","Contoso","Grey","pounds","8","15.17","32.99",5,"Cell phones",501,"Home & Office Phones"
1400,501085,"Contoso Expandable 3-Handset Cordless Phone System M204 Grey","Contoso, Ltd","Contoso","Grey","pounds","2.9","16.55","35.99",5,"Cell phones",501,"Home & Office Phones"
1401,501086,"Contoso Expandable 2-Handset Cordless Phone System M205 Grey","Contoso, Ltd","Contoso","Grey","pounds","5.5","18.48","40.19",5,"Cell phones",501,"Home & Office Phones"
1402,501087,"Contoso Expandable 4-Handset Cordless Phone System M206 Grey","Contoso, Ltd","Contoso","Grey","pounds","6","20.15","43.81",5,"Cell phones",501,"Home & Office Phones"
1403,501088,"Contoso Expandable1-Handset Cordless Phone System M207 Grey","Contoso, Ltd","Contoso","Grey","pounds","1.5","21.82","47.44",5,"Cell phones",501,"Home & Office Phones"
1404,501089,"Contoso Digital Cordless Expansion Handset Phone M900 Grey","Contoso, Ltd","Contoso","Grey","pounds","1.6","15.17","32.99",5,"Cell phones",501,"Home & Office Phones"
1405,501090,"Contoso 2-Line Speakerphone M109 Grey","Contoso, Ltd","Contoso","Grey","pounds","1.7","16.55","35.99",5,"Cell phones",501,"Home & Office Phones"
1406,501091,"Contoso Phone with Memory Dialing-single line E88 Grey","Contoso, Ltd","Contoso","Grey","pounds","2.2","7.23","14.19",5,"Cell phones",501,"Home & Office Phones"
1407,501092,"Contoso Phone with Memory Dialing-2 lines E90 Grey","Contoso, Ltd","Contoso","Grey","pounds","2.7","8.16","16",5,"Cell phones",501,"Home & Office Phones"
1408,503001,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Black","The Phone Company","The Phone Company","Black","pounds","2","175.27","529",5,"Cell phones",503,"Touch Screen Phones "
1409,503002,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Black","The Phone Company","The Phone Company","Black","ounces","6","195.15","589",5,"Cell phones",503,"Touch Screen Phones "
1410,503003,"The Phone Company Touch Screen Phones 26-2.2"" M200 Black","The Phone Company","The Phone Company","Black","ounces","3","105.77","230",5,"Cell phones",503,"Touch Screen Phones "
1411,503004,"The Phone Company Touch Screen Phones 26-1.4"" M250 Black","The Phone Company","The Phone Company","Black","ounces","3","123.24","268",5,"Cell phones",503,"Touch Screen Phones "
1412,503005,"The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Black","The Phone Company","The Phone Company","Black","pounds","3","132.9","289",5,"Cell phones",503,"Touch Screen Phones "
1413,503006,"The Phone Company Touch Screen Phones SAW/Built-in M801 Black","The Phone Company","The Phone Company","Black","ounces","3.7","137.5","299",5,"Cell phones",503,"Touch Screen Phones "
1414,503007,"The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Black","The Phone Company","The Phone Company","Black","ounces","3","117.73","256",5,"Cell phones",503,"Touch Screen Phones "
1415,503008,"The Phone Company Touch Screen Phones Infrared M901 Black","The Phone Company","The Phone Company","Black","ounces","1.6","137.96","300",5,"Cell phones",503,"Touch Screen Phones "
1416,503009,"The Phone Company Touch Screen Phones Capacitive M908 Black","The Phone Company","The Phone Company","Black","ounces","3.7","141.64","308",5,"Cell phones",503,"Touch Screen Phones "
1417,503010,"The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Black","The Phone Company","The Phone Company","Black","ounces","3.7","123.24","268",5,"Cell phones",503,"Touch Screen Phones "
1418,503011,"The Phone Company Touch Screen Phones SAW/On-wall M806 Black","The Phone Company","The Phone Company","Black","ounces","3","134.74","293",5,"Cell phones",503,"Touch Screen Phones "
1419,503012,"The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Black","The Phone Company","The Phone Company","Black","ounces","3","118.65","258",5,"Cell phones",503,"Touch Screen Phones "
1420,503013,"The Phone Company Finger Touch Screen Phones M30 Black","The Phone Company","The Phone Company","Black","ounces","6","91.51","199",5,"Cell phones",503,"Touch Screen Phones "
1421,503014,"The Phone Company Pen Touch Screen Phones-2.6"" M320 Black","The Phone Company","The Phone Company","Black","ounces","3","133.36","290",5,"Cell phones",503,"Touch Screen Phones "
1422,503015,"The Phone Company Sharp Touch Screen Phones M910 Black","The Phone Company","The Phone Company","Black","ounces","3","138.42","301",5,"Cell phones",503,"Touch Screen Phones "
1423,503016,"The Phone Company Touch Screen Phones - CRT M11 Black","The Phone Company","The Phone Company","Black","ounces","5.6","86.91","189",5,"Cell phones",503,"Touch Screen Phones "
1424,503017,"The Phone Company Touch Screen Phones - LCD M12 Black","The Phone Company","The Phone Company","Black","ounces","4","91.97","200",5,"Cell phones",503,"Touch Screen Phones "
1425,503018,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Grey","The Phone Company","The Phone Company","Grey","ounces","6.9","175.27","529",5,"Cell phones",503,"Touch Screen Phones "
1426,503019,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Grey","The Phone Company","The Phone Company","Grey","ounces","4.6","195.15","589",5,"Cell phones",503,"Touch Screen Phones "
1427,503020,"The Phone Company Touch Screen Phones 26-2.2"" M200 Grey","The Phone Company","The Phone Company","Grey","ounces","11.2","105.77","230",5,"Cell phones",503,"Touch Screen Phones "
1428,503021,"The Phone Company Touch Screen Phones 26-1.4"" M250 Grey","The Phone Company","The Phone Company","Grey","ounces","4.8","123.24","268",5,"Cell phones",503,"Touch Screen Phones "
1429,503022,"The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Grey","The Phone Company","The Phone Company","Grey","ounces","12","132.9","289",5,"Cell phones",503,"Touch Screen Phones "
1430,503023,"The Phone Company Touch Screen Phones SAW/Built-in M801 Grey","The Phone Company","The Phone Company","Grey","ounces","4.8","137.5","299",5,"Cell phones",503,"Touch Screen Phones "
1431,503024,"The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Grey","The Phone Company","The Phone Company","Grey","pounds","1","117.73","256",5,"Cell phones",503,"Touch Screen Phones "
1432,503025,"The Phone Company Touch Screen Phones Infrared M901 Grey","The Phone Company","The Phone Company","Grey","ounces","8","137.96","300",5,"Cell phones",503,"Touch Screen Phones "
1433,503026,"The Phone Company Touch Screen Phones Capacitive M908 Grey","The Phone Company","The Phone Company","Grey","pounds","1","141.64","308",5,"Cell phones",503,"Touch Screen Phones "
1434,503027,"The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Grey","The Phone Company","The Phone Company","Grey","pounds","1.2","123.24","268",5,"Cell phones",503,"Touch Screen Phones "
1435,503028,"The Phone Company Touch Screen Phones SAW/On-wall M806 Grey","The Phone Company","The Phone Company","Grey","pounds","3","134.74","293",5,"Cell phones",503,"Touch Screen Phones "
1436,503029,"The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Grey","The Phone Company","The Phone Company","Grey","pounds","3","118.65","258",5,"Cell phones",503,"Touch Screen Phones "
1437,503030,"The Phone Company Finger Touch Screen Phones M30 Grey","The Phone Company","The Phone Company","Grey","pounds","2.6","91.51","199",5,"Cell phones",503,"Touch Screen Phones "
1438,503031,"The Phone Company Pen Touch Screen Phones M320 Grey","The Phone Company","The Phone Company","Grey","ounces","3.9","133.36","290",5,"Cell phones",503,"Touch Screen Phones "
1439,503032,"The Phone Company Sharp Touch Screen Phones M910 Grey","The Phone Company","The Phone Company","Grey","ounces","6","138.42","301",5,"Cell phones",503,"Touch Screen Phones "
1440,503033,"The Phone Company Touch Screen Phones - CRT M11 Grey","The Phone Company","The Phone Company","Grey","ounces","4.7","86.91","189",5,"Cell phones",503,"Touch Screen Phones "
1441,503034,"The Phone Company Touch Screen Phones - LCD M12 Grey","The Phone Company","The Phone Company","Grey","ounces","4.7","91.97","200",5,"Cell phones",503,"Touch Screen Phones "
1442,503035,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Gold","The Phone Company","The Phone Company","Gold","ounces","4.8","175.27","529",5,"Cell phones",503,"Touch Screen Phones "
1443,503036,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Gold","The Phone Company","The Phone Company","Gold","ounces","1","195.15","589",5,"Cell phones",503,"Touch Screen Phones "
1444,503037,"The Phone Company Touch Screen Phones 26-2.2"" M200 Gold","The Phone Company","The Phone Company","Gold","ounces","8","105.77","230",5,"Cell phones",503,"Touch Screen Phones "
1445,503038,"The Phone Company Touch Screen Phones 26-1.4"" M250 Gold","The Phone Company","The Phone Company","Gold","ounces","1","123.24","268",5,"Cell phones",503,"Touch Screen Phones "
1446,503039,"The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Gold","The Phone Company","The Phone Company","Gold","ounces","1.2","132.9","289",5,"Cell phones",503,"Touch Screen Phones "
1447,503040,"The Phone Company Touch Screen Phones SAW/Built-in M801 Gold","The Phone Company","The Phone Company","Gold","ounces","3","137.5","299",5,"Cell phones",503,"Touch Screen Phones "
1448,503041,"The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Gold","The Phone Company","The Phone Company","Gold","ounces","3","117.73","256",5,"Cell phones",503,"Touch Screen Phones "
1449,503042,"The Phone Company Touch Screen Phones Infrared M901 Gold","The Phone Company","The Phone Company","Gold","ounces","2.6","137.96","300",5,"Cell phones",503,"Touch Screen Phones "
1450,503043,"The Phone Company Touch Screen Phones Capacitive M908 Gold","The Phone Company","The Phone Company","Gold","ounces","3.9","141.64","308",5,"Cell phones",503,"Touch Screen Phones "
1451,503044,"The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Gold","The Phone Company","The Phone Company","Gold","ounces","6","123.24","268",5,"Cell phones",503,"Touch Screen Phones "
1452,503045,"The Phone Company Touch Screen Phones SAW/On-wall M806 Gold","The Phone Company","The Phone Company","Gold","ounces","4.7","134.74","293",5,"Cell phones",503,"Touch Screen Phones "
1453,503046,"The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Gold","The Phone Company","The Phone Company","Gold","ounces","4.7","118.65","258",5,"Cell phones",503,"Touch Screen Phones "
1454,503047,"The Phone Company Finger Touch Screen Phones M30 Gold","The Phone Company","The Phone Company","Gold","ounces","4.8","91.51","199",5,"Cell phones",503,"Touch Screen Phones "
1455,503048,"The Phone Company Pen Touch Screen Phones M320 Gold","The Phone Company","The Phone Company","Gold","ounces","3.1","133.36","290",5,"Cell phones",503,"Touch Screen Phones "
1456,503049,"The Phone Company Sharp Touch Screen Phones M910 Gold","The Phone Company","The Phone Company","Gold","ounces","3.7","138.42","301",5,"Cell phones",503,"Touch Screen Phones "
1457,503050,"The Phone Company Touch Screen Phones - CRT M11 Gold","The Phone Company","The Phone Company","Gold","ounces","5.3","86.91","189",5,"Cell phones",503,"Touch Screen Phones "
1458,503051,"The Phone Company Touch Screen Phones - LCD M12 Gold","The Phone Company","The Phone Company","Gold","ounces","5.3","91.97","200",5,"Cell phones",503,"Touch Screen Phones "
1459,503052,"Contoso Touch Screen Phones 5-Wire/Built-in M500 Black","Contoso, Ltd","Contoso","Black","ounces","5.6","117.73","256",5,"Cell phones",503,"Touch Screen Phones "
1460,503053,"Contoso Touch Screen Phones Infrared M901 Black","Contoso, Ltd","Contoso","Black","ounces","4","137.96","300",5,"Cell phones",503,"Touch Screen Phones "
1461,503054,"Contoso Touch Screen Phones Capacitive M908 Black","Contoso, Ltd","Contoso","Black","ounces","6.9","141.64","308",5,"Cell phones",503,"Touch Screen Phones "
1462,503055,"Contoso Touch Screen Phones 4-Wire/ Built-in M205 Black","Contoso, Ltd","Contoso","Black","ounces","4.6","123.24","268",5,"Cell phones",503,"Touch Screen Phones "
1463,503056,"Contoso Touch Screen Phones SAW/On-wall M806 Black","Contoso, Ltd","Contoso","Black","ounces","11.2","134.74","293",5,"Cell phones",503,"Touch Screen Phones "
1464,503057,"Contoso Touch Screen Phones 5-Wire/On-wall M508 Black","Contoso, Ltd","Contoso","Black","ounces","4.8","118.65","258",5,"Cell phones",503,"Touch Screen Phones "
1465,503058,"Contoso Finger Touch Screen Phones M30 Black","Contoso, Ltd","Contoso","Black","ounces","12","91.51","199",5,"Cell phones",503,"Touch Screen Phones "
1466,503059,"Contoso Pen Touch Screen Phones M320 Black","Contoso, Ltd","Contoso","Black","ounces","4.8","133.36","290",5,"Cell phones",503,"Touch Screen Phones "
1467,503060,"Contoso Sharp Touch Screen Phones M910 Black","Contoso, Ltd","Contoso","Black","pounds","1","138.42","301",5,"Cell phones",503,"Touch Screen Phones "
1468,503061,"Contoso Touch Screen Phones - CRT M11 Black","Contoso, Ltd","Contoso","Black","ounces","8","86.91","189",5,"Cell phones",503,"Touch Screen Phones "
1469,503062,"Contoso Touch Screen Phones  - LCD M12 Black","Contoso, Ltd","Contoso","Black","pounds","1","91.97","200",5,"Cell phones",503,"Touch Screen Phones "
1470,504001,"The Phone Company Smart phones without camera E100 Black","The Phone Company","The Phone Company","Black","ounces","5.3","65.77","129",5,"Cell phones",504,"Smart phones & PDAs "
1471,504002,"The Phone Company Microsoft Windows Mobile M200 Black","The Phone Company","The Phone Company","Black","ounces","5.6","105.31","229",5,"Cell phones",504,"Smart phones & PDAs "
1472,504003,"The Phone Company Smart phones 4 GB of Memory M300 Black","The Phone Company","The Phone Company","Black","ounces","4","109.91","239",5,"Cell phones",504,"Smart phones & PDAs "
1473,504004,"The Phone Company Smart phones 8 GB of Memory M400 Black","The Phone Company","The Phone Company","Black","ounces","6.9","123.7","269",5,"Cell phones",504,"Smart phones & PDAs "
1474,504005,"The Phone Company Smart phones 160x160 M26 Black","The Phone Company","The Phone Company","Black","ounces","4.6","95.65","208",5,"Cell phones",504,"Smart phones & PDAs "
1856,801030,"NT Washer & Dryer 15.5in E1550 Silver","Northwind Traders","Northwind Traders","Silver","pounds","155","509.78","999.9",8,"Home Appliances",801,"Washers & Dryers"
1475,504006,"The Phone Company Smart phones 6-LINE SCREEN M21 Black","The Phone Company","The Phone Company","Black","ounces","11.2","105.77","230",5,"Cell phones",504,"Smart phones & PDAs "
1476,504007,"The Phone Company Smart phones -320 x 320 M86 Black","The Phone Company","The Phone Company","Black","ounces","4.8","132.44","288",5,"Cell phones",504,"Smart phones & PDAs "
1477,504008,"The Phone Company Smart phones Unlocked M300 Black","The Phone Company","The Phone Company","Black","ounces","12","122.78","267",5,"Cell phones",504,"Smart phones & PDAs "
1478,504009,"The Phone Company Smart phones Expert M400 Black","The Phone Company","The Phone Company","Black","ounces","4.8","137.96","300",5,"Cell phones",504,"Smart phones & PDAs "
1479,504010,"The Phone Company Smart phones Unlocked International M800 Black","The Phone Company","The Phone Company","Black","pounds","1","142.56","310",5,"Cell phones",504,"Smart phones & PDAs "
1480,504011,"The Phone Company Smart phones without camera E100 Grey","The Phone Company","The Phone Company","Grey","ounces","8","65.77","129",5,"Cell phones",504,"Smart phones & PDAs "
1481,504012,"The Phone Company Microsoft Windows Mobile M200 Grey","The Phone Company","The Phone Company","Grey","pounds","1","105.31","229",5,"Cell phones",504,"Smart phones & PDAs "
1482,504013,"The Phone Company Smart phones 4 GB of Memory M300 Grey","The Phone Company","The Phone Company","Grey","pounds","1.2","109.91","239",5,"Cell phones",504,"Smart phones & PDAs "
1483,504014,"The Phone Company Smart phones 8 GB of Memory M400 Grey","The Phone Company","The Phone Company","Grey","pounds","3","123.7","269",5,"Cell phones",504,"Smart phones & PDAs "
1484,504015,"The Phone Company Smart phones 160x160 M26 Grey","The Phone Company","The Phone Company","Grey","pounds","3","95.65","208",5,"Cell phones",504,"Smart phones & PDAs "
1485,504016,"The Phone Company Smart phones 6-LINE SCREEN M21 Grey","The Phone Company","The Phone Company","Grey","pounds","2.6","105.77","230",5,"Cell phones",504,"Smart phones & PDAs "
1486,504017,"The Phone Company Smart phones 320 x 320 M86 Grey","The Phone Company","The Phone Company","Grey","ounces","3.9","132.44","288",5,"Cell phones",504,"Smart phones & PDAs "
1487,504018,"The Phone Company Smart phones Unlocked M300 Grey","The Phone Company","The Phone Company","Grey","ounces","6","122.78","267",5,"Cell phones",504,"Smart phones & PDAs "
1488,504019,"The Phone Company Smart phones Expert M400 Grey","The Phone Company","The Phone Company","Grey","ounces","4.7","137.96","300",5,"Cell phones",504,"Smart phones & PDAs "
1489,504020,"The Phone Company Smart phones Unlocked International M800 Grey","The Phone Company","The Phone Company","Grey","ounces","4.7","142.56","310",5,"Cell phones",504,"Smart phones & PDAs "
1490,504021,"The Phone Company Smart phones without camera E100 White","The Phone Company","The Phone Company","White","ounces","4.8","65.77","129",5,"Cell phones",504,"Smart phones & PDAs "
1491,504022,"The Phone Company Microsoft Windows Mobile M200 White","The Phone Company","The Phone Company","White","ounces","3.1","105.31","229",5,"Cell phones",504,"Smart phones & PDAs "
1492,504023,"The Phone Company Smart phones 4 GB of Memory M300 White","The Phone Company","The Phone Company","White","ounces","3.7","109.91","239",5,"Cell phones",504,"Smart phones & PDAs "
1493,504024,"The Phone Company Smart phones 8 GB of Memory M400 White","The Phone Company","The Phone Company","White","ounces","5.3","123.7","269",5,"Cell phones",504,"Smart phones & PDAs "
1494,504025,"The Phone Company Smart phones 160x160 M26 White","The Phone Company","The Phone Company","White","ounces","4.3","95.65","208",5,"Cell phones",504,"Smart phones & PDAs "
1495,504026,"The Phone Company Smart phones 6-LINE SCREEN M21 White","The Phone Company","The Phone Company","White","ounces","4.3","105.77","230",5,"Cell phones",504,"Smart phones & PDAs "
1496,504027,"The Phone Company Smart phones 320 x 320 M86 White","The Phone Company","The Phone Company","White","ounces","3.7","132.44","288",5,"Cell phones",504,"Smart phones & PDAs "
1497,504028,"The Phone Company Smart phones Unlocked M300 White","The Phone Company","The Phone Company","White","ounces","3.7","122.78","267",5,"Cell phones",504,"Smart phones & PDAs "
1498,504029,"The Phone Company Smart phones Expert M400 White","The Phone Company","The Phone Company","White","ounces","3.3","137.96","300",5,"Cell phones",504,"Smart phones & PDAs "
1499,504030,"The Phone Company Smart phones Unlocked International M800 White","The Phone Company","The Phone Company","White","ounces","5.3","142.56","310",5,"Cell phones",504,"Smart phones & PDAs "
1500,504031,"The Phone Company Smart phones without camera E100 Pink","The Phone Company","The Phone Company","Pink","ounces","5.6","65.77","129",5,"Cell phones",504,"Smart phones & PDAs "
1501,504032,"The Phone Company Microsoft Windows Mobile M200 Pink","The Phone Company","The Phone Company","Pink","ounces","4","105.31","229",5,"Cell phones",504,"Smart phones & PDAs "
1502,504033,"The Phone Company Smart phones 4 GB of Memory M300 Pink","The Phone Company","The Phone Company","Pink","ounces","6.9","109.91","239",5,"Cell phones",504,"Smart phones & PDAs "
1503,504034,"The Phone Company Smart phones 8 GB of Memory M400 Pink","The Phone Company","The Phone Company","Pink","ounces","4.6","123.7","269",5,"Cell phones",504,"Smart phones & PDAs "
1504,504035,"The Phone Company Smart phones 160x160 M26 Pink","The Phone Company","The Phone Company","Pink","ounces","11.2","95.65","208",5,"Cell phones",504,"Smart phones & PDAs "
1505,504036,"The Phone Company Smart phones 6-LINE SCREEN M21 Pink","The Phone Company","The Phone Company","Pink","ounces","4.8","105.77","230",5,"Cell phones",504,"Smart phones & PDAs "
1506,504037,"The Phone Company Smart phones 320 x 320 M86 Pink","The Phone Company","The Phone Company","Pink","ounces","12","132.44","288",5,"Cell phones",504,"Smart phones & PDAs "
1507,504038,"The Phone Company Smart phones Unlocked M300 Pink","The Phone Company","The Phone Company","Pink","ounces","4.8","122.78","267",5,"Cell phones",504,"Smart phones & PDAs "
1508,504039,"The Phone Company Smart phones Expert M400 Pink","The Phone Company","The Phone Company","Pink","ounces","1","137.96","300",5,"Cell phones",504,"Smart phones & PDAs "
1509,504040,"The Phone Company Smart phones Unlocked International M800 Pink","The Phone Company","The Phone Company","Pink","ounces","8","142.56","310",5,"Cell phones",504,"Smart phones & PDAs "
1510,504041,"The Phone Company Smart phones without camera E100 Gold","The Phone Company","The Phone Company","Gold","ounces","1","65.77","129",5,"Cell phones",504,"Smart phones & PDAs "
1511,504042,"The Phone Company Microsoft Windows Mobile M200 Gold","The Phone Company","The Phone Company","Gold","ounces","1.2","105.31","229",5,"Cell phones",504,"Smart phones & PDAs "
1512,504043,"The Phone Company Smart phones 4 GB of Memory M300 Gold","The Phone Company","The Phone Company","Gold","ounces","3","109.91","239",5,"Cell phones",504,"Smart phones & PDAs "
1513,504044,"The Phone Company Smart phones 8 GB of Memory M400 Gold","The Phone Company","The Phone Company","Gold","ounces","3","123.7","269",5,"Cell phones",504,"Smart phones & PDAs "
1514,504045,"The Phone Company Smart phones 160x160 M26 Gold","The Phone Company","The Phone Company","Gold","ounces","2.6","95.65","208",5,"Cell phones",504,"Smart phones & PDAs "
1515,504046,"The Phone Company Smart phones 6-LINE SCREEN M21 Gold","The Phone Company","The Phone Company","Gold","ounces","3.9","105.77","230",5,"Cell phones",504,"Smart phones & PDAs "
1516,504047,"The Phone Company Smart phones 320 x 320 M86 Gold","The Phone Company","The Phone Company","Gold","ounces","6","132.44","288",5,"Cell phones",504,"Smart phones & PDAs "
1517,504048,"The Phone Company Smart phones Unlocked M300 Gold","The Phone Company","The Phone Company","Gold","ounces","4.7","122.78","267",5,"Cell phones",504,"Smart phones & PDAs "
1518,504049,"The Phone Company Smart phones Expert M400 Gold","The Phone Company","The Phone Company","Gold","ounces","4.7","137.96","300",5,"Cell phones",504,"Smart phones & PDAs "
1519,504050,"The Phone Company Smart phones Unlocked International M800 Gold","The Phone Company","The Phone Company","Gold","ounces","4.8","142.56","310",5,"Cell phones",504,"Smart phones & PDAs "
1520,504051,"The Phone Company PDA Wifi 3.5-inch M200 Black","The Phone Company","The Phone Company","Black","ounces","3.1","128.76","280",5,"Cell phones",504,"Smart phones & PDAs "
1521,504052,"The Phone Company PDA Wifi 3.7-inch M250 Black","The Phone Company","The Phone Company","Black","ounces","3.7","142.56","310",5,"Cell phones",504,"Smart phones & PDAs "
1522,504053,"The Phone Company PDA Wifi 4.7-inch L290 Black","The Phone Company","The Phone Company","Black","ounces","5.3","125.9","380",5,"Cell phones",504,"Smart phones & PDAs "
1523,504054,"The Phone Company PDA Phone 3.5 inches M320 Black","The Phone Company","The Phone Company","Black","ounces","4.3","137.5","299",5,"Cell phones",504,"Smart phones & PDAs "
1524,504055,"The Phone Company PDA Phone 3.7 inches M340 Black","The Phone Company","The Phone Company","Black","ounces","4.3","151.76","330",5,"Cell phones",504,"Smart phones & PDAs "
1525,504056,"The Phone Company PDA Phone 4.7 inches L360 Black","The Phone Company","The Phone Company","Black","ounces","3.7","133.19","402",5,"Cell phones",504,"Smart phones & PDAs "
1526,504057,"The Phone Company PDA Phone Unlocked 3.7 inches M510 Black","The Phone Company","The Phone Company","Black","ounces","3.7","109.45","238",5,"Cell phones",504,"Smart phones & PDAs "
1527,504058,"The Phone Company PDA Phone Unlocked 3.5 inches M530 Black","The Phone Company","The Phone Company","Black","ounces","3.3","123.24","268",5,"Cell phones",504,"Smart phones & PDAs "
1528,504059,"The Phone Company PDA Phone Unlocked 4.7 inches L550 Black","The Phone Company","The Phone Company","Black","ounces","3.7","100.06","302",5,"Cell phones",504,"Smart phones & PDAs "
1529,504060,"The Phone Company PDA Handheld 3.5 inch M610 Black","The Phone Company","The Phone Company","Black","ounces","3.3","117.27","255",5,"Cell phones",504,"Smart phones & PDAs "
1530,504061,"The Phone Company PDA Handheld 3.7 inch M630 Black","The Phone Company","The Phone Company","Black","ounces","5.3","122.32","266",5,"Cell phones",504,"Smart phones & PDAs "
1531,504062,"The Phone Company PDA Handheld 4.7 inch L650 Black","The Phone Company","The Phone Company","Black","ounces","5.6","128.88","389",5,"Cell phones",504,"Smart phones & PDAs "
1532,504063,"The Phone Company PDA Palm 3.5 inch M810 Black","The Phone Company","The Phone Company","Black","ounces","4","128.76","280",5,"Cell phones",504,"Smart phones & PDAs "
1533,504064,"The Phone Company PDA Palm 3.7 inch M830 Black","The Phone Company","The Phone Company","Black","ounces","6.9","137.5","299",5,"Cell phones",504,"Smart phones & PDAs "
1534,504065,"The Phone Company PDA Palm 4.7 inch L850 Black","The Phone Company","The Phone Company","Black","ounces","4.6","131.87","398",5,"Cell phones",504,"Smart phones & PDAs "
1535,504066,"The Phone Company PDA GPS Phone 3.5 inch M910 Black","The Phone Company","The Phone Company","Black","ounces","11.2","123.24","268",5,"Cell phones",504,"Smart phones & PDAs "
